track_id,playlist_id,date_added,track_name,first_artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
15ZnG76XwpX1u2G184YmNr,6YAG0Li1BoUkmhc8iycY6l,2017-08-01T09:38:31Z,You Dont Even Know,The Internet,0.566,0.465,6,-10.368,1,0.027,0.0355,0.000367,0.348,0.111,117.994,audio_features,15ZnG76XwpX1u2G184YmNr,spotify:track:15ZnG76XwpX1u2G184YmNr,https://api.spotify.com/v1/tracks/15ZnG76XwpX1u2G184YmNr,https://api.spotify.com/v1/audio-analysis/15ZnG76XwpX1u2G184YmNr,297813,4
0oqkw7Q8tQ7mcWYEx0QXxI,6YAG0Li1BoUkmhc8iycY6l,2017-08-01T09:42:40Z,Janet,Berhana,0.81,0.308,0,-8.194,1,0.0818,0.354,0,0.0899,0.56,120.012,audio_features,0oqkw7Q8tQ7mcWYEx0QXxI,spotify:track:0oqkw7Q8tQ7mcWYEx0QXxI,https://api.spotify.com/v1/tracks/0oqkw7Q8tQ7mcWYEx0QXxI,https://api.spotify.com/v1/audio-analysis/0oqkw7Q8tQ7mcWYEx0QXxI,204000,4
55PSa41IUOdychvEObqaJc,6YAG0Li1BoUkmhc8iycY6l,2017-08-01T10:02:19Z,La La La La,Ari Lennox,0.423,0.192,10,-11.257,0,0.0329,0.729,5.72e-05,0.195,0.118,113.804,audio_features,55PSa41IUOdychvEObqaJc,spotify:track:55PSa41IUOdychvEObqaJc,https://api.spotify.com/v1/tracks/55PSa41IUOdychvEObqaJc,https://api.spotify.com/v1/audio-analysis/55PSa41IUOdychvEObqaJc,352560,4
6ACiYjq5Q7e6BlhZEHz7cd,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T01:58:30Z,Garden Shed,"Tyler, The Creator",0.423,0.456,2,-8.45,0,0.0579,0.381,0.016,0.12,0.148,112.984,audio_features,6ACiYjq5Q7e6BlhZEHz7cd,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/tracks/6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/audio-analysis/6ACiYjq5Q7e6BlhZEHz7cd,223947,4
0yIUV22RiuBmcdPQHIFNsX,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T04:34:15Z,Sunset,The Internet,0.681,0.511,6,-14.149,0,0.0597,0.206,0.251,0.159,0.636,165.968,audio_features,0yIUV22RiuBmcdPQHIFNsX,spotify:track:0yIUV22RiuBmcdPQHIFNsX,https://api.spotify.com/v1/tracks/0yIUV22RiuBmcdPQHIFNsX,https://api.spotify.com/v1/audio-analysis/0yIUV22RiuBmcdPQHIFNsX,245773,4
0qtK3XwbuG153dmwB8iepL,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T04:34:29Z,Glitter,"Tyler, The Creator",0.449,0.434,1,-11.777,1,0.243,0.306,2.76e-06,0.633,0.371,78.57,audio_features,0qtK3XwbuG153dmwB8iepL,spotify:track:0qtK3XwbuG153dmwB8iepL,https://api.spotify.com/v1/tracks/0qtK3XwbuG153dmwB8iepL,https://api.spotify.com/v1/audio-analysis/0qtK3XwbuG153dmwB8iepL,224893,5
0Z8Rf0A1YQQd33v1BI3hSq,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T04:35:44Z,Mmolove,Meltycanon,0.831,0.483,6,-10.904,1,0.0761,0.584,0.106,0.133,0.239,140.046,audio_features,0Z8Rf0A1YQQd33v1BI3hSq,spotify:track:0Z8Rf0A1YQQd33v1BI3hSq,https://api.spotify.com/v1/tracks/0Z8Rf0A1YQQd33v1BI3hSq,https://api.spotify.com/v1/audio-analysis/0Z8Rf0A1YQQd33v1BI3hSq,123429,4
5hTpBe8h35rJ67eAWHQsJx,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T04:38:01Z,Caroline,Aminé,0.941,0.323,10,-10.307,1,0.506,0.176,0,0.205,0.662,120.036,audio_features,5hTpBe8h35rJ67eAWHQsJx,spotify:track:5hTpBe8h35rJ67eAWHQsJx,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,https://api.spotify.com/v1/audio-analysis/5hTpBe8h35rJ67eAWHQsJx,209640,4
0iuentwA8Lmurik4SaBVUb,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T15:31:48Z,Insecurities,Syd,0.66,0.74,4,-7.09,0,0.0395,0.141,0.00492,0.371,0.572,124.907,audio_features,0iuentwA8Lmurik4SaBVUb,spotify:track:0iuentwA8Lmurik4SaBVUb,https://api.spotify.com/v1/tracks/0iuentwA8Lmurik4SaBVUb,https://api.spotify.com/v1/audio-analysis/0iuentwA8Lmurik4SaBVUb,205200,4
2qUZliZ9NHUYIAZqRNe6pZ,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T15:31:57Z,GOT IT GOOD,KAYTRANADA,0.606,0.503,7,-6.678,0,0.155,0.0475,0,0.116,0.31,80.04,audio_features,2qUZliZ9NHUYIAZqRNe6pZ,spotify:track:2qUZliZ9NHUYIAZqRNe6pZ,https://api.spotify.com/v1/tracks/2qUZliZ9NHUYIAZqRNe6pZ,https://api.spotify.com/v1/audio-analysis/2qUZliZ9NHUYIAZqRNe6pZ,228147,4
2TM6l6yLjK6lUSaKB4JA2R,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T15:32:11Z,Inferno,Thundercat,0.278,0.478,5,-11.991,0,0.048,0.787,0.211,0.138,0.13,80.011,audio_features,2TM6l6yLjK6lUSaKB4JA2R,spotify:track:2TM6l6yLjK6lUSaKB4JA2R,https://api.spotify.com/v1/tracks/2TM6l6yLjK6lUSaKB4JA2R,https://api.spotify.com/v1/audio-analysis/2TM6l6yLjK6lUSaKB4JA2R,240902,5
3vj1bzxK0ZngRBBFqARhDq,6YAG0Li1BoUkmhc8iycY6l,2017-08-02T15:32:32Z,Okden,DRAM,0.457,0.613,8,-7.254,1,0.361,0.525,0,0.193,0.476,77.47,audio_features,3vj1bzxK0ZngRBBFqARhDq,spotify:track:3vj1bzxK0ZngRBBFqARhDq,https://api.spotify.com/v1/tracks/3vj1bzxK0ZngRBBFqARhDq,https://api.spotify.com/v1/audio-analysis/3vj1bzxK0ZngRBBFqARhDq,179853,4
5DC7q4EVZt2vEMZFx4IpzG,6YAG0Li1BoUkmhc8iycY6l,2017-08-03T07:59:14Z,Lo Que Siento,Cuco,0.329,0.685,10,-5.588,1,0.17,0.509,0,0.428,0.412,87.986,audio_features,5DC7q4EVZt2vEMZFx4IpzG,spotify:track:5DC7q4EVZt2vEMZFx4IpzG,https://api.spotify.com/v1/tracks/5DC7q4EVZt2vEMZFx4IpzG,https://api.spotify.com/v1/audio-analysis/5DC7q4EVZt2vEMZFx4IpzG,312000,5
5SWdZnhsgIuHrH9X3Vii96,6YAG0Li1BoUkmhc8iycY6l,2017-08-04T23:49:56Z,Honeydew,Katzù Oso,0.579,0.58,5,-11.505,1,0.0335,0.289,0,0.0956,0.516,92.026,audio_features,5SWdZnhsgIuHrH9X3Vii96,spotify:track:5SWdZnhsgIuHrH9X3Vii96,https://api.spotify.com/v1/tracks/5SWdZnhsgIuHrH9X3Vii96,https://api.spotify.com/v1/audio-analysis/5SWdZnhsgIuHrH9X3Vii96,252056,4
1F8pZXeC1TPOX0NOPVm3kR,6YAG0Li1BoUkmhc8iycY6l,2017-08-04T23:52:27Z,Give It Up to You,Katzù Oso,0.509,0.344,5,-13.584,1,0.0303,0.245,0.00406,0.0398,0.856,169.927,audio_features,1F8pZXeC1TPOX0NOPVm3kR,spotify:track:1F8pZXeC1TPOX0NOPVm3kR,https://api.spotify.com/v1/tracks/1F8pZXeC1TPOX0NOPVm3kR,https://api.spotify.com/v1/audio-analysis/1F8pZXeC1TPOX0NOPVm3kR,216163,4
5zQUTeFF8kp3COxULCVO3P,6YAG0Li1BoUkmhc8iycY6l,2017-08-05T04:43:49Z,Making Chit Chat with a Stranger at a Dinner Party,Michael Seyer,0.65,0.329,9,-15.008,0,0.0288,0.391,0.0415,0.353,0.424,74.992,audio_features,5zQUTeFF8kp3COxULCVO3P,spotify:track:5zQUTeFF8kp3COxULCVO3P,https://api.spotify.com/v1/tracks/5zQUTeFF8kp3COxULCVO3P,https://api.spotify.com/v1/audio-analysis/5zQUTeFF8kp3COxULCVO3P,320679,4
73S9inBZKB60Kygu3qaviQ,6YAG0Li1BoUkmhc8iycY6l,2017-08-05T21:09:23Z,Breakfast in Bed,Michael Seyer,0.57,0.325,4,-13.358,0,0.0266,0.849,0.707,0.364,0.0895,99.983,audio_features,73S9inBZKB60Kygu3qaviQ,spotify:track:73S9inBZKB60Kygu3qaviQ,https://api.spotify.com/v1/tracks/73S9inBZKB60Kygu3qaviQ,https://api.spotify.com/v1/audio-analysis/73S9inBZKB60Kygu3qaviQ,274337,4
7saliZ9OxOgVZvac91pnHH,6YAG0Li1BoUkmhc8iycY6l,2017-08-05T21:53:44Z,Lover Is a Day,Cuco,0.398,0.646,3,-10.457,1,0.0412,0.0454,0.206,0.101,0.353,179.853,audio_features,7saliZ9OxOgVZvac91pnHH,spotify:track:7saliZ9OxOgVZvac91pnHH,https://api.spotify.com/v1/tracks/7saliZ9OxOgVZvac91pnHH,https://api.spotify.com/v1/audio-analysis/7saliZ9OxOgVZvac91pnHH,456000,4
6kP92fKzIyVJtNobCRsZ6G,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T03:47:49Z,Right Here,Dave B.,0.651,0.41,5,-13.259,1,0.0889,0.368,0,0.108,0.12,128.049,audio_features,6kP92fKzIyVJtNobCRsZ6G,spotify:track:6kP92fKzIyVJtNobCRsZ6G,https://api.spotify.com/v1/tracks/6kP92fKzIyVJtNobCRsZ6G,https://api.spotify.com/v1/audio-analysis/6kP92fKzIyVJtNobCRsZ6G,204535,4
7yAAFi8NnEAu8Go9aBu0Jg,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:10:57Z,Sweet Va Breeze,DRAM,0.568,0.488,3,-9.463,0,0.0483,0.857,3.97e-06,0.121,0.461,97.135,audio_features,7yAAFi8NnEAu8Go9aBu0Jg,spotify:track:7yAAFi8NnEAu8Go9aBu0Jg,https://api.spotify.com/v1/tracks/7yAAFi8NnEAu8Go9aBu0Jg,https://api.spotify.com/v1/audio-analysis/7yAAFi8NnEAu8Go9aBu0Jg,217826,3
6LtYOGKJGmf6L24u0pXeJv,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:10:57Z,Off / Beat,Chuck Inglish,0.612,0.478,3,-10.728,0,0.0611,0.725,0.125,0.125,0.477,128.096,audio_features,6LtYOGKJGmf6L24u0pXeJv,spotify:track:6LtYOGKJGmf6L24u0pXeJv,https://api.spotify.com/v1/tracks/6LtYOGKJGmf6L24u0pXeJv,https://api.spotify.com/v1/audio-analysis/6LtYOGKJGmf6L24u0pXeJv,225085,4
48ssBWX2lb0PvcywvbYj6D,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:10:57Z,Happy Place (feat. Brill),Taylor Bennett,0.542,0.765,7,-7.535,1,0.526,0.823,3.72e-06,0.0983,0.541,141.719,audio_features,48ssBWX2lb0PvcywvbYj6D,spotify:track:48ssBWX2lb0PvcywvbYj6D,https://api.spotify.com/v1/tracks/48ssBWX2lb0PvcywvbYj6D,https://api.spotify.com/v1/audio-analysis/48ssBWX2lb0PvcywvbYj6D,224398,4
4sln3hvqGxLEUCcAmTO4pR,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:10:57Z,Augustine,Blood Orange,0.75,0.606,6,-9.928,1,0.0726,0.153,0.000289,0.316,0.115,119.99,audio_features,4sln3hvqGxLEUCcAmTO4pR,spotify:track:4sln3hvqGxLEUCcAmTO4pR,https://api.spotify.com/v1/tracks/4sln3hvqGxLEUCcAmTO4pR,https://api.spotify.com/v1/audio-analysis/4sln3hvqGxLEUCcAmTO4pR,231189,4
3bcVlSWtjktTZAczUbfzlG,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:10:57Z,BREAKDANCE LESSON N.1,KAYTRANADA,0.771,0.786,10,-7.324,0,0.0648,0.00677,0.901,0.705,0.19,119.961,audio_features,3bcVlSWtjktTZAczUbfzlG,spotify:track:3bcVlSWtjktTZAczUbfzlG,https://api.spotify.com/v1/tracks/3bcVlSWtjktTZAczUbfzlG,https://api.spotify.com/v1/audio-analysis/3bcVlSWtjktTZAczUbfzlG,268080,4
4vxm2gnST3bQer60vY1pJp,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:10:57Z,Smile More,Syd,0.854,0.386,3,-5.98,0,0.0493,0.0227,0.000695,0.136,0.569,119.966,audio_features,4vxm2gnST3bQer60vY1pJp,spotify:track:4vxm2gnST3bQer60vY1pJp,https://api.spotify.com/v1/tracks/4vxm2gnST3bQer60vY1pJp,https://api.spotify.com/v1/audio-analysis/4vxm2gnST3bQer60vY1pJp,241347,4
3DlgDXIYtnWtJKiB8bZQMv,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:10:57Z,Photosynthesis,Saba,0.777,0.662,7,-8.393,1,0.27,0.536,4.61e-06,0.593,0.634,111.13,audio_features,3DlgDXIYtnWtJKiB8bZQMv,spotify:track:3DlgDXIYtnWtJKiB8bZQMv,https://api.spotify.com/v1/tracks/3DlgDXIYtnWtJKiB8bZQMv,https://api.spotify.com/v1/audio-analysis/3DlgDXIYtnWtJKiB8bZQMv,201733,4
70uUmt0fNudal1sT9AfGqL,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:11:41Z,Winter's Ballad,Cuco,0.321,0.273,1,-9.912,1,0.0294,0.926,0.115,0.111,0.0506,138.986,audio_features,70uUmt0fNudal1sT9AfGqL,spotify:track:70uUmt0fNudal1sT9AfGqL,https://api.spotify.com/v1/tracks/70uUmt0fNudal1sT9AfGqL,https://api.spotify.com/v1/audio-analysis/70uUmt0fNudal1sT9AfGqL,277122,4
5mCPDVBb16L4XQwDdbRUpz,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:20:20Z,Passionfruit,Drake,0.804,0.459,11,-11.556,1,0.039,0.304,0.0862,0.11,0.372,111.963,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4
7BEdYdR874esDVvLnihH6t,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:21:24Z,80s,Berhana,0.576,0.656,5,-9.127,1,0.371,0.761,7.6e-06,0.87,0.525,139.893,audio_features,7BEdYdR874esDVvLnihH6t,spotify:track:7BEdYdR874esDVvLnihH6t,https://api.spotify.com/v1/tracks/7BEdYdR874esDVvLnihH6t,https://api.spotify.com/v1/audio-analysis/7BEdYdR874esDVvLnihH6t,166892,4
4JsKup7v4h4xkpcI6Yy2Fo,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:21:40Z,Camelblues,Mndsgn,0.594,0.304,9,-15.353,0,0.029,0.947,0.198,0.0933,0.13,79.994,audio_features,4JsKup7v4h4xkpcI6Yy2Fo,spotify:track:4JsKup7v4h4xkpcI6Yy2Fo,https://api.spotify.com/v1/tracks/4JsKup7v4h4xkpcI6Yy2Fo,https://api.spotify.com/v1/audio-analysis/4JsKup7v4h4xkpcI6Yy2Fo,152985,4
6e37iSTg0DW4QP4PwQE8A9,6YAG0Li1BoUkmhc8iycY6l,2017-08-06T18:22:03Z,Amor de Siempre,Cuco,0.566,0.64,0,-7.209,1,0.0501,0.613,0.342,0.138,0.535,122.998,audio_features,6e37iSTg0DW4QP4PwQE8A9,spotify:track:6e37iSTg0DW4QP4PwQE8A9,https://api.spotify.com/v1/tracks/6e37iSTg0DW4QP4PwQE8A9,https://api.spotify.com/v1/audio-analysis/6e37iSTg0DW4QP4PwQE8A9,321951,4
6N3qHjcwly8ZuhE4bPYJAX,6YAG0Li1BoUkmhc8iycY6l,2017-08-07T02:09:08Z,Get You (feat. Kali Uchis),Daniel Caesar,0.659,0.295,11,-8.528,0,0.0322,0.426,6.95e-05,0.0795,0.36,74.037,audio_features,6N3qHjcwly8ZuhE4bPYJAX,spotify:track:6N3qHjcwly8ZuhE4bPYJAX,https://api.spotify.com/v1/tracks/6N3qHjcwly8ZuhE4bPYJAX,https://api.spotify.com/v1/audio-analysis/6N3qHjcwly8ZuhE4bPYJAX,277297,4
6uMGv8kpC8ChMP1UpM1aVn,6YAG0Li1BoUkmhc8iycY6l,2017-08-07T03:45:54Z,Grey Luh,Berhana,0.543,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,audio_features,6uMGv8kpC8ChMP1UpM1aVn,spotify:track:6uMGv8kpC8ChMP1UpM1aVn,https://api.spotify.com/v1/tracks/6uMGv8kpC8ChMP1UpM1aVn,https://api.spotify.com/v1/audio-analysis/6uMGv8kpC8ChMP1UpM1aVn,261103,4
68YAZg1HzCaDjTeEXlqkP7,6YAG0Li1BoUkmhc8iycY6l,2017-08-10T08:09:25Z,Lemons,dylAn,0.693,0.551,2,-9.648,1,0.402,0.319,0,0.292,0.613,116.838,audio_features,68YAZg1HzCaDjTeEXlqkP7,spotify:track:68YAZg1HzCaDjTeEXlqkP7,https://api.spotify.com/v1/tracks/68YAZg1HzCaDjTeEXlqkP7,https://api.spotify.com/v1/audio-analysis/68YAZg1HzCaDjTeEXlqkP7,105128,4
7mb8p8MJ6zZUgu7b0mKDel,6YAG0Li1BoUkmhc8iycY6l,2017-08-10T08:29:42Z,Feels,Giraffage,0.648,0.582,10,-9.687,1,0.0464,0.604,0.253,0.111,0.361,144.998,audio_features,7mb8p8MJ6zZUgu7b0mKDel,spotify:track:7mb8p8MJ6zZUgu7b0mKDel,https://api.spotify.com/v1/tracks/7mb8p8MJ6zZUgu7b0mKDel,https://api.spotify.com/v1/audio-analysis/7mb8p8MJ6zZUgu7b0mKDel,190759,4
0wwPcA6wtMf6HUMpIRdeP7,6YAG0Li1BoUkmhc8iycY6l,2017-08-10T08:34:52Z,Hotline Bling,Drake,0.903,0.621,2,-8.132,1,0.0578,0.00302,0.000186,0.0504,0.553,134.969,audio_features,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,267067,4
6Nle9hKrkL1wQpwNfEkxjh,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T00:49:59Z,Chanel,Frank Ocean,0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,audio_features,6Nle9hKrkL1wQpwNfEkxjh,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/tracks/6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/audio-analysis/6Nle9hKrkL1wQpwNfEkxjh,210285,4
4GDaDFJ8j0HB0aHOc5bAb2,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T06:20:55Z,asHºK∆,Knxwledge,0.603,0.765,7,-6.903,1,0.483,0.411,0.26,0.196,0.582,89.136,audio_features,4GDaDFJ8j0HB0aHOc5bAb2,spotify:track:4GDaDFJ8j0HB0aHOc5bAb2,https://api.spotify.com/v1/tracks/4GDaDFJ8j0HB0aHOc5bAb2,https://api.spotify.com/v1/audio-analysis/4GDaDFJ8j0HB0aHOc5bAb2,53945,4
16Sfgax8tpRv9MHEPxYqCe,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T07:26:07Z,Lone Dirt Road,Terrence Spectacle,0.705,0.654,6,-8.206,0,0.058,0.412,0,0.128,0.563,135.034,audio_features,16Sfgax8tpRv9MHEPxYqCe,spotify:track:16Sfgax8tpRv9MHEPxYqCe,https://api.spotify.com/v1/tracks/16Sfgax8tpRv9MHEPxYqCe,https://api.spotify.com/v1/audio-analysis/16Sfgax8tpRv9MHEPxYqCe,243157,4
5gYM8191BsTQeYiLgQffBH,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T08:01:13Z,Youthless,Millionyoung,0.593,0.873,3,-2.467,1,0.038,0.26,2.13e-06,0.0979,0.629,120.06,audio_features,5gYM8191BsTQeYiLgQffBH,spotify:track:5gYM8191BsTQeYiLgQffBH,https://api.spotify.com/v1/tracks/5gYM8191BsTQeYiLgQffBH,https://api.spotify.com/v1/audio-analysis/5gYM8191BsTQeYiLgQffBH,160001,4
4Aj1eHsMtEmjpJUWdUWiVa,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T08:02:32Z,Georgia,Emily King,0.747,0.224,0,-14.586,1,0.0649,0.58,0.000235,0.235,0.212,105.014,audio_features,4Aj1eHsMtEmjpJUWdUWiVa,spotify:track:4Aj1eHsMtEmjpJUWdUWiVa,https://api.spotify.com/v1/tracks/4Aj1eHsMtEmjpJUWdUWiVa,https://api.spotify.com/v1/audio-analysis/4Aj1eHsMtEmjpJUWdUWiVa,243533,4
1IlBPaXuM7Fl6tiH9CPQlQ,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T08:02:38Z,Distance,Emily King,0.712,0.217,7,-12.944,1,0.0813,0.846,5.61e-05,0.265,0.468,136.986,audio_features,1IlBPaXuM7Fl6tiH9CPQlQ,spotify:track:1IlBPaXuM7Fl6tiH9CPQlQ,https://api.spotify.com/v1/tracks/1IlBPaXuM7Fl6tiH9CPQlQ,https://api.spotify.com/v1/audio-analysis/1IlBPaXuM7Fl6tiH9CPQlQ,231448,4
1M6omUPXNXAgDQh5f1k4oA,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T08:02:38Z,Sleepwalker,Emily King,0.718,0.421,5,-11.555,1,0.146,0.118,0.000405,0.0889,0.685,86.892,audio_features,1M6omUPXNXAgDQh5f1k4oA,spotify:track:1M6omUPXNXAgDQh5f1k4oA,https://api.spotify.com/v1/tracks/1M6omUPXNXAgDQh5f1k4oA,https://api.spotify.com/v1/audio-analysis/1M6omUPXNXAgDQh5f1k4oA,198557,4
1IgePMOW0qEe1AViWgkal9,6YAG0Li1BoUkmhc8iycY6l,2017-08-11T08:02:46Z,Pretty Little Birds,SZA,0.529,0.518,10,-7.689,0,0.197,0.222,0.00314,0.316,0.356,89.712,audio_features,1IgePMOW0qEe1AViWgkal9,spotify:track:1IgePMOW0qEe1AViWgkal9,https://api.spotify.com/v1/tracks/1IgePMOW0qEe1AViWgkal9,https://api.spotify.com/v1/audio-analysis/1IgePMOW0qEe1AViWgkal9,245947,4
424VcRQlabLy16ymBq3nlS,6YAG0Li1BoUkmhc8iycY6l,2017-08-12T03:40:33Z,Slowly,Giraffage,0.608,0.663,11,-6.429,0,0.038,0.496,0.000678,0.304,0.475,108.684,audio_features,424VcRQlabLy16ymBq3nlS,spotify:track:424VcRQlabLy16ymBq3nlS,https://api.spotify.com/v1/tracks/424VcRQlabLy16ymBq3nlS,https://api.spotify.com/v1/audio-analysis/424VcRQlabLy16ymBq3nlS,216126,4
0QT4G0XKsEs02ApVlOx6Lb,6YAG0Li1BoUkmhc8iycY6l,2017-08-12T04:16:16Z,Jennifer,Trinidad Cardona,0.686,0.527,8,-11.335,1,0.113,0.835,0.000266,0.322,0.847,124.249,audio_features,0QT4G0XKsEs02ApVlOx6Lb,spotify:track:0QT4G0XKsEs02ApVlOx6Lb,https://api.spotify.com/v1/tracks/0QT4G0XKsEs02ApVlOx6Lb,https://api.spotify.com/v1/audio-analysis/0QT4G0XKsEs02ApVlOx6Lb,161802,4
0d8ONGx43ZprlHlmLZODpD,6YAG0Li1BoUkmhc8iycY6l,2017-08-12T08:51:51Z,Analog 2,Odd Future,0.599,0.673,1,-8.363,1,0.566,0.229,3.77e-05,0.066,0.262,148.044,audio_features,0d8ONGx43ZprlHlmLZODpD,spotify:track:0d8ONGx43ZprlHlmLZODpD,https://api.spotify.com/v1/tracks/0d8ONGx43ZprlHlmLZODpD,https://api.spotify.com/v1/audio-analysis/0d8ONGx43ZprlHlmLZODpD,276387,4
5uu0B0xGa3C3JhTHZhEghE,6YAG0Li1BoUkmhc8iycY6l,2017-08-13T00:12:29Z,Wdubi,Baro,0.761,0.843,5,-2.876,1,0.0477,0.117,0,0.091,0.53,137.05,audio_features,5uu0B0xGa3C3JhTHZhEghE,spotify:track:5uu0B0xGa3C3JhTHZhEghE,https://api.spotify.com/v1/tracks/5uu0B0xGa3C3JhTHZhEghE,https://api.spotify.com/v1/audio-analysis/5uu0B0xGa3C3JhTHZhEghE,220810,4
6Vmow8PuUaU7W1T2WWLZk2,6YAG0Li1BoUkmhc8iycY6l,2017-08-13T05:18:20Z,Go Gina,SZA,0.603,0.606,9,-6.634,1,0.114,0.799,0,0.391,0.463,80.176,audio_features,6Vmow8PuUaU7W1T2WWLZk2,spotify:track:6Vmow8PuUaU7W1T2WWLZk2,https://api.spotify.com/v1/tracks/6Vmow8PuUaU7W1T2WWLZk2,https://api.spotify.com/v1/audio-analysis/6Vmow8PuUaU7W1T2WWLZk2,161613,4
5yvhdo8FXbBsIllxv2Rr94,6YAG0Li1BoUkmhc8iycY6l,2017-08-13T05:18:20Z,Prom,SZA,0.805,0.702,1,-4.877,1,0.0887,0.0658,0,0.123,0.225,120.041,audio_features,5yvhdo8FXbBsIllxv2Rr94,spotify:track:5yvhdo8FXbBsIllxv2Rr94,https://api.spotify.com/v1/tracks/5yvhdo8FXbBsIllxv2Rr94,https://api.spotify.com/v1/audio-analysis/5yvhdo8FXbBsIllxv2Rr94,196133,4
0ER7L8JdsFmd2AZtImkhdT,6YAG0Li1BoUkmhc8iycY6l,2017-08-13T05:18:20Z,Wavy (Interlude),SZA,0.621,0.525,0,-8.196,0,0.0998,0.482,0,0.0757,0.332,78.994,audio_features,0ER7L8JdsFmd2AZtImkhdT,spotify:track:0ER7L8JdsFmd2AZtImkhdT,https://api.spotify.com/v1/tracks/0ER7L8JdsFmd2AZtImkhdT,https://api.spotify.com/v1/audio-analysis/0ER7L8JdsFmd2AZtImkhdT,75813,1
4v36nWrqRSwPlCQgQsb7Wx,6YAG0Li1BoUkmhc8iycY6l,2017-08-13T23:43:59Z,The Right One,KING,0.422,0.75,3,-6.518,0,0.0589,0.338,0.0191,0.388,0.445,169.898,audio_features,4v36nWrqRSwPlCQgQsb7Wx,spotify:track:4v36nWrqRSwPlCQgQsb7Wx,https://api.spotify.com/v1/tracks/4v36nWrqRSwPlCQgQsb7Wx,https://api.spotify.com/v1/audio-analysis/4v36nWrqRSwPlCQgQsb7Wx,286004,4
4MjwsWg92Z6gZC5RLz38dF,6YAG0Li1BoUkmhc8iycY6l,2017-08-18T23:49:41Z,In the Hills (feat. Romey Rome),Caleon Fox,0.853,0.637,11,-10.872,0,0.156,0.241,1.5e-05,0.103,0.503,110.02,audio_features,4MjwsWg92Z6gZC5RLz38dF,spotify:track:4MjwsWg92Z6gZC5RLz38dF,https://api.spotify.com/v1/tracks/4MjwsWg92Z6gZC5RLz38dF,https://api.spotify.com/v1/audio-analysis/4MjwsWg92Z6gZC5RLz38dF,160159,4
0JaN65P0DapRjboDEv2g08,6YAG0Li1BoUkmhc8iycY6l,2017-08-19T00:23:31Z,Me Or Us,Young Thug,0.682,0.251,5,-12.824,1,0.244,0.664,1.06e-05,0.144,0.419,80.041,audio_features,0JaN65P0DapRjboDEv2g08,spotify:track:0JaN65P0DapRjboDEv2g08,https://api.spotify.com/v1/tracks/0JaN65P0DapRjboDEv2g08,https://api.spotify.com/v1/audio-analysis/0JaN65P0DapRjboDEv2g08,157880,4
